conversation_id,conversation_text,candidate_intent,candidate_count,group,sampling_type,gold_intent,label_reason,difficulty
2864692,"Customer: [USER] My Kindle won't connect to my Amazon account - can you help?

AmazonHelp: [USER] We're here to help if we can! Are you receiving an error message when you try to sign in? ^TR

Customer: @AmazonHelp The first message I got was about checking my inbox for an email from Amazon - by the time I was able to check the code I receive had already expired. I still proceeded to with the two-step verification, double checked my account email and password and still won't work",ACCOUNT_LINKING_OR_CONNECTIVITY_PROBLEM,3121,Common,STRATIFIED,ACCOUNT_LINKING_OR_CONNECTIVITY_PROBLEM,Kindle device won't connect/sign in to the Amazon account despite verification steps � a device-to-account linking failure rather than a general device malfunction.,hard
1606296,"Customer: [USER] [USER] I'm stuck at this page and can't listen to any music! (I can assure you my connection is fine)

Customer: [USER] [USER] Tell you technical team the POST to is giving 404

AmazonHelp: [USER] Hi, sorry to see that. Please contact us here: so an agent can look into this with you. ^JJ",ACCOUNT_LINKING_OR_CONNECTIVITY_PROBLEM,3121,Common,STRATIFIED,STREAMING_OR_PLAYBACK_PROBLEM,Customer can't play music due to a technical error (404 on POST) � core symptom is inability to stream/play content.,hard
210359,"Customer: [USER] purchased #10.orG from Amazon site by Amazon pay balance please confirm if it eligible for cashback or I have to book from app

AmazonHelp: [USER] Please connect with our support team here: for more info on cashback on your order. ^HA",ACCOUNT_LINKING_OR_CONNECTIVITY_PROBLEM,3121,Common,STRATIFIED,CASHBACK_PROBLEM,Customer is asking whether a purchase made via Amazon Pay balance qualifies for cashback � an eligibility question specific to cashback.,medium
2810255,"Customer: [USER] my email id is __email__ n contact no is 7355321406 I hv cancel a order intentialy yesterday n u people r sending more than 100 notification in a day of cancellation u don't have other work to do stop this all u faltu people of india .

AmazonHelp: [USER] Sorry for the trouble. There is an option of unsubscribing from receiving all the updates and e-mails from us that you could do or you may connect with our support team from here and we would help. ^KK",ACCOUNT_LINKING_OR_CONNECTIVITY_PROBLEM,3121,Common,STRATIFIED,APP_OR_WEBSITE_PROBLEM,Excessive (100+/day) cancellation notifications despite a single cancellation � points to a notification/system malfunction rather than the cancellation itself.,hard
2452117,"Customer: My current prime membership is expiring on May, 2018. Can I buy membership for one more year now? [USER]

AmazonHelp: [USER] As you're having an active Prime membership, you'll only be able to renew it once it expires or is about to expire. ^SM

Customer: @AmazonHelp So can't renew now?

AmazonHelp: [USER] I'm afraid until the membership expires you'll not be able to renew. ^SG

Customer: @AmazonHelp Got it",PRIME_MEMBERSHIP_PROBLEM,2523,Common,STRATIFIED,PRIME_CHARGE_OR_RENEWAL,"Customer asks whether they can renew their Prime membership early, before the current one expires � a renewal-timing question.",easy
318585,"Customer: #experiment Ordered a headphone on [USER] Jst to check service #amazonprime Delivery - Pune, commercial address, prepaid #Amazonpay

AmazonHelp: [USER] We will look into it right away. 2/2 ^SB

AmazonHelp: [USER] I'm sorry for the unpleasant experience. Have you provided the details via the link shared earlier, Indrajeet. 1/2^SB

Customer: @AmazonHelp Already shared #unpleasant experience to customer care But tired of calling them. So #experiment to keep record of process and updates

AmazonHelp: [USER] I'm sorry we haven't received your details yet. Please fill in the form: and (1/2)^AU

AmazonHelp: [USER] I’ll contact you at the earliest. (2/2)^AU

Customer: @AmazonHelp My #grievance isn't abt 1 order. I hv bn facing #issues since many days.Mainly aftr becoming #amazonprime member. #chatbot cannot solve it.

AmazonHelp: [USER] get in touch with you at the earliest. (2/2)^AU

AmazonHelp: [USER] I understand your concern. Please fill in your details in the link mentioned earlier and I'll (1/2)^AU",PRIME_MEMBERSHIP_PROBLEM,2523,Common,STRATIFIED,PRIME_MEMBERSHIP_PROBLEM,"Customer explicitly frames ongoing issues as starting ""after becoming Amazon Prime member"" and says a chatbot can't resolve them � general dissatisfaction tied to Prime membership rather than one order.",hard
465723,"Customer: Thanks [USER] for making Prime really worth the $80 a year. Order was guaranteed to arrive today via [USER]. It’s 9:29PM and not here. #iwantmymoneyback

AmazonHelp: [USER] I'm sorry your order is taking longer than expected to arrive! What is the most recent tracking scan from the carrier showing? You can check here: ^BN

Customer: @AmazonHelp It only arrived to Richmond, BC this afternoon and left for Calgary a couple hours later. So, no, it won’t be arriving by the guaranteed date of today.

AmazonHelp: [USER] I'm sorry for the delay with your order. Please reach us here: for available options if your order doesn't arrive tomorrow. ^EZ

Customer: @AmazonHelp I don’t want anything except a refund on my Prime membership.

AmazonHelp: [USER] You can cancel your Prime membership here: You will receive a pro-rated refund for any unused Prime services. ^BA",PRIME_MEMBERSHIP_PROBLEM,2523,Common,STRATIFIED,PRIME_CHARGE_OR_RENEWAL,"After a guaranteed-delivery miss, customer's explicit, final ask is a refund of their Prime membership charge � shifts the support need to the Prime charge itself.",hard
234559,"Customer: [USER] @AmazonHelp if I have ordered a product in Prime and delivery is to be provided in one day, but isn't. I should get a refund...

AmazonHelp: [USER] Could you please elaborate on this? Has there been a miss on any of your recent order? ^HK

Customer: @AmazonHelp There could be today itself. Amazon charges for one day delivery. If not delivered refund. Similarly, for prime members refund eligible

AmazonHelp: [USER] Prime deliveries are product specific. You may check on the product details page for the prime delivery eligibility. ^SB",PRIME_MEMBERSHIP_PROBLEM,2523,Common,STRATIFIED,PRIME_BENEFIT_PROBLEM,Customer is asking about refund eligibility when a Prime delivery benefit (one-day shipping) isn't honored � a Prime benefit question.,medium
459956,"Customer: [USER] @AmazonHelp Cancel my prime membership and refund the unused portion. Horrible experience with your customer representatives this week. I would prefer an ""I don't know"" versus I confident but false statement. 4 interactions with your help department and no solutions.

AmazonHelp: [USER] I'm very sorry for any poor experience, Tysen. Without disclosing your personal information. Will you tell us more about the issue you're experiencing and what insight was offered when you spoke to us? We'd be happy to help in any way possible! ^SK

Customer: @AmazonHelp Sent you a long email with the transcripts. Terrible service. Told package would be delivered..but CSRs had no clue. Wasted my time this week and really disappointed with no solutions offered.

Customer: @AmazonHelp After 4 interactions and hours spent told to call courier myself.... 30+ minute wait with courier.

AmazonHelp: [USER] I'm sorry for the frustrating experience! That isn't what we want for you, or any customer! You can provide feedback about the calls with Customer Service via the survey found here: Were we able to get the delivery issue resolved? ^LL

Customer: @AmazonHelp Nope. Refunded all my orders and told me to order again. I will buy the product locally. I have been waiting since Tuesday. Each night told the delivery was scheduled so came directly home after work. Now told package lost.",PRIME_MEMBERSHIP_PROBLEM,2523,Common,STRATIFIED,PRIME_CHARGE_OR_RENEWAL,"Opening, explicit action request is ""cancel my Prime membership and refund the unused portion,"" even though poor CS experience is heavily narrated as context.",hard
650119,"Customer: [USER] almost one month has already passed and i have not got my phone replacement done. depressed and frustrated with the service...

AmazonHelp: [USER] We're responding to your query via DM, request you to check the same. ^SH",REPLACEMENT_PROBLEM,1983,Common,STRATIFIED,REPLACEMENT_PROBLEM,Phone replacement has been pending for nearly a month with no resolution.,medium
2964031,"Customer: [USER] and [USER] really know how to ship out wonderful packages

AmazonHelp: [USER] I'm so sorry your item arrived in this condition! You can submit feedback directly to the packaging team here: and the available return and refund or replacement options can be found here: ^SB

AmazonHelp: [USER] I am sorry that your item got damaged in transit. We would be happy to look in to this for you. Can you please DM us with your tracking number, name and address on the package.^SV",REPLACEMENT_PROBLEM,1983,Common,STRATIFIED,DAMAGED_DURING_DELIVERY,Item arrived damaged in transit; Amazon points to packaging-team feedback and return/replacement options.,easy
1634640,"Customer: [USER] ordered a coat a week ago still not arrived excuses from your customer services due to Logistics. What's the point of my Prime?

AmazonHelp: [USER] I'm so sorry for the wait! What does the order confirmation e-mail say the delivery date is? ^MH

Customer: @AmazonHelp They will escalate it to the logistics companies! I would like my coat that's all. Just disappointing.

Customer: @AmazonHelp The 30th October. The first order was lost by Amazon Logistics. The replacement is now delayed with DPD. I have spoken to your CS now...

AmazonHelp: [USER] Have we provided a new delivery date? Were we able to offer any other options? What did we advise? ^WT

Customer: @AmazonHelp

Customer: @AmazonHelp Now expected Tuesday! I order this last Sunday. CS have said they tried to deliver on 2nd [USER] which is categorically not true. It's a

AmazonHelp: [USER] I'm very sorry. We strive to get your order to you on time, but in rare cases, delays may occur. Please keep us updated. ^WT",REPLACEMENT_PROBLEM,1983,Common,STRATIFIED,DELIVERY_DELAY,"Coat delayed a week, original shipment lost by Amazon Logistics, replacement also delayed � overarching theme is prolonged non-delivery.",medium
1387102,"Customer: @AmazonHelp USPS ""delivered"" my package today. and by delivered i literally mean left it outside my front door, on the sidewalk, in NYC. in a shock to absolutely nobody, it was stolen. how is this acceptable?

AmazonHelp: [USER] River, I'm sorry to hear your order was stolen? Have you reached out to our phone support to see what your refund/replacement options are? If not, please reach out to us here for assistance: ^SY

Customer: @AmazonHelp I have and was told I would be refunded. Still waiting on the confirmation email to say refund is being processed. But honestly, I'm afraid to order from Amazon again. What can be done so [USER] stops being so careless?

AmazonHelp: [USER] Apologies River, contacting us and letting us know about this helps us work with carriers to improve service, make sure to check your spam/junk folder for the refund confirmation email. ^BD",REPLACEMENT_PROBLEM,1983,Common,STRATIFIED,DELIVERED_BUT_MISSING,"USPS marked the package ""delivered"" (left on sidewalk) but it was stolen before the customer could retrieve it � matches delivered-but-missing pattern.",medium
1117084,"Customer: [USER] still my order is not delivered... You r testing me so hard.. I guarantee you the result will be so bitter for you on 16th...

Customer: [USER] [USER] You have promised to deliver replacement product till 16th. Stick to your words. Your frustrated customer is waiting for his order

AmazonHelp: [USER] My apologies for the delay, Mangirish. Kindly revert to the email sent to you by our team for an update on this. ^KS

Customer: @AmazonHelp I have already replied to your every mails and also you have mailed me that my product has been returned becoz i am not contactable..

AmazonHelp: [USER] request you to place a fresh order. (2/2)^YP

AmazonHelp: [USER] Our apologies. The resolution provided over the email is accurate. As we'll not be able to reinstate returned orders, (1/2)

Customer: @AmazonHelp Why do i place order... It's your lookout how to deliver my product.. Show some courtesy to take responsibility and rectify the problem..

AmazonHelp: [USER] Sorry for the inconvenience. Please check the correspondence provided and revert if any queries. ^GU",REPLACEMENT_PROBLEM,1983,Common,STRATIFIED,REPLACEMENT_PROBLEM,"Promised replacement product not delivered by committed date, then returned to sender due to a failed contact attempt, and Amazon refuses to reinstate it.",hard
2813547,"Customer: [USER] What is happening in RVA? Amazon Logistics is a trainwreck. Third screwed up delivery in seven days. What’s the point of Prime? 😡

AmazonHelp: [USER] I'm sorry for the delivery trouble! This isn't what we like to see. I'd like to get this escalated for you; please send us some more info here: ^DW",ESCALATION_REQUEST,1976,Common,STRATIFIED,COURIER_OR_DRIVER_ISSUE,"Third botched delivery from Amazon Logistics in seven days � repeated courier/carrier performance failures, escalation requested.",hard
2680821,"AmazonHelp: [USER] write back to the email for further concerns. We will respond on the same. (2/2) ^GK

Customer: @AmazonHelp I said I don't want the book anymore when seller called. When are you guys gonna put back my money in the account?

AmazonHelp: [USER] I get your concern. Please respond to the email you've received from us and we'll connect with you soon. ^AS

Customer: @AmazonHelp I haven't received any mail. Could you please send again

AmazonHelp: [USER] Social Media Escalations team, please respond to that email and we'll reach out to at the earliest. (2/2) ^AS

AmazonHelp: [USER] I'm afraid we won't be able to gain access to your account over Twitter. You've received an email from (1/2) ^AS

Customer: @AmazonHelp Responded to your mail. Please look into it sir, asap.

AmazonHelp: [USER] Thank you for the heads up. If you've responded to our email, our team will reach out to you soon. ^HD",ESCALATION_REQUEST,1976,Common,STRATIFIED,REFUND_MONEY_PROBLEM,Customer cancelled a book order with the seller and is still waiting for the money back.,easy
780624,"Customer: [USER] @AmazonHelp I think u ppl r so rude..that ur escalation team asked me that u can buy product from market... #poorserviceamazon

AmazonHelp: [USER] I'm sorry your issue hasn't been resolved yet. Please reply to the email correspondence and we'll be glad to help you. ^SI",ESCALATION_REQUEST,1976,Common,STRATIFIED,SUPPORT_AGENT_COMPLAINT,Complaint that the escalation team rudely told the customer to just buy the product elsewhere � dissatisfaction with agent conduct.,medium
385346,"Customer: Late by 4 days.Courier rep outta manager doesn't know if they have package.What's up? [USER] [USER] @AmazonHelp

AmazonHelp: [USER] Apologies for the trouble you've had. Have you escalated this to our support team here: for assistance?^MM

Customer: @AmazonHelp I did contact them.They just initiated a refund and asked me to place the order again.I have to wait even more now before I get the product.",ESCALATION_REQUEST,1976,Common,STRATIFIED,DELIVERY_DELAY,Order late by 4 days and courier rep can't confirm package status; refund initiated as a fallback.,medium
2657681,"AmazonHelp: [USER] I'm sorry for the poor experience! To escalate this issue further, please relay specifics to us here: ^EA

Customer: @AmazonHelp I’ve already submitted one. No one has contacted me

AmazonHelp: [USER] We haven't received your information. Please resubmit the form so we can assist you. ^KB

Customer: @AmazonHelp I’ve submitted the form did you get it?

Customer: @AmazonHelp I resubmitted the form now did you get it

AmazonHelp: [USER] Thanks for letting us know. We've received your info, and a member of our team will be in touch. ^MV

AmazonHelp: [USER] Hey, we've received your details. Somebody will be in touch shortly. ^TP",ESCALATION_REQUEST,1976,Common,STRATIFIED,UNRESOLVED_SUPPORT_ISSUE,Customer repeatedly confirms they've resubmitted an escalation form but has received no follow-up contact � a prior support attempt going unresolved.,hard
2417354,"Customer: Get our new #ShoulderMassager with an exclusive 20% #DISCOUNT! Click here and use the code MGS321BL at check out

Customer: [USER] Trying to use this code in U.K. On Amazon but it's not working. Any help? Thx

AmazonHelp: [USER] Hey, this promotion is avaialble only on Apologies for the inconvenience. ^TP",PROMOTION_OR_DISCOUNT_PROBLEM,1405,Common,STRATIFIED,PROMOTION_OR_DISCOUNT_PROBLEM,Discount code (MGS321BL) isn't working at checkout in the UK.,easy
693818,"Customer: Dear [USER], please stop showing this promotion on the app. It makes me sad 😞

AmazonHelp: [USER] Hey Trish. Have you tried choosing "" I'm not interested in this author "" ? If so, does the add still appear? ^TP

Customer: @AmazonHelp I will try that. It just makes me sad as Terry Pratchett is one of my favourite authors, and I know there won't be any new releases 😞",PROMOTION_OR_DISCOUNT_PROBLEM,1405,Common,STRATIFIED,FEEDBACK,"Customer asks Amazon to stop showing a specific author's promotion because it makes them sad � expressing feedback/preference, not a resolvable transactional issue.",hard
1041744,"Customer: Socorro, preciso me manter BEM longe da [USER] nessa Black Friday, nem começou e já comprei 5 livros ontem.

AmazonHelp: [USER] Olá, Siddharta. É difícil se resistir, não é? Me diga, que livros você comprou? 🤔 ^CR

Customer: @AmazonHelp Trilogia Mistborn, Coração de Aço e Brigada Fantasma. Parem de fazer promoções! Eu imploro

AmazonHelp: [USER] Livros sempre são uma boa inversão, rs! Espero que você curta muito da leitura dos seus novos livros. Abraço! ^CR",PROMOTION_OR_DISCOUNT_PROBLEM,1405,Common,STRATIFIED,FEEDBACK,"Casual, humorous commentary about buying books during Black Friday promotions with no actionable request.",hard
1055252,"Customer: Kindle com R$110 de desconto CHEGOU A MINHA HORA BRASIL ➡️

Customer: Tava esperando a black friday, mas nunca vi esse descontão antes. Geralmente o desconto era de R$80 ou R$100. Vou aproveitar ❤️

Customer: COMPREI MEU KINDLE! Tava há meses esperando uma promo boa. Vendi até meu Kobo, haha! Valeu [USER]

AmazonHelp: [USER] Aaaah que emoção Rafaela, você vai amar demais o seu Kindle! ❤ ^DA",PROMOTION_OR_DISCOUNT_PROBLEM,1405,Common,STRATIFIED,APPRECIATION,"Customer excitedly shares they bought a discounted Kindle; purely positive engagement, no problem to resolve.",easy
2019960,"Customer: [USER] @AmazonHelp Your promo for the free Hardcover book for signing up didn’t and support didn’t get to me until it shipped.

Customer: [USER] @AmazonHelp Support told me that the book did indeed match the promo, but the discount didn’t apply, and now the book is already shipped out.

AmazonHelp: [USER] Would you mind telling us more about the promotion? Did you speak with Audible or Amazon? What options were offered? ^QJ",PROMOTION_OR_DISCOUNT_PROBLEM,1405,Common,STRATIFIED,PROMOTION_OR_DISCOUNT_PROBLEM,Sign-up promotion for a free hardcover book was confirmed eligible by support but the discount never applied before the book shipped.,medium
2310287,"Customer: @AmazonHelp if I cancel my amazon prime does my membership get cancelled straight away or does it continue and cancel before the next date that I’m supposed to be charged? [USER] [USER]

AmazonHelp: [USER] Prime benefits are stopped immediately after your membership has been canceled. Please review the conditions listed here for canceling and refunding prime: ^QJ",CHARGE_PROBLEM,1383,Common,STRATIFIED,PRIME_MEMBERSHIP_PROBLEM,Customer asks a policy question about when Prime benefits/cancellation actually take effect.,medium
468866,"Customer: Why has [USER] charged a random £3 to my account? Not ideal at all.

AmazonHelp: [USER] I am sorry to hear this Kate. Can I ask, can you please check your order's here to see can you find this charge:

Customer: @AmazonHelp Have checked already - which is why it's worrying. Nothing relates to this charge.

AmazonHelp: [USER] Do you have any pending orders that might have been split into separate shipments ? ^CR

Customer: [USER] [USER] I have been noticing this too. Then it goes away. Is it like a security deposit of sorts? Or are you just borrowing money from us?

Customer: @AmazonHelp Not that I am aware of. Seems to be a random payment.

Customer: [USER] [USER] This isn’t good. I changed my password as was worried I had been hacked. Seems more likely to be Amazon though, since amount is small.

AmazonHelp: [USER] Let's take a look at this in real time. Please call or chat with us here: ^BA

AmazonHelp: [USER] Were you in touch with us, Kate? What was advised? Keep us posted!^CN

Customer: @AmazonHelp Have you started a new thread? Very confusing. Put off from using your CS, cos ur web chat PA is not very good.

Customer: @AmazonHelp Please can you contact me about this? Your app now isn’t authenticating me following a password change.

AmazonHelp: [USER] Sorry, please contact us via this link: if you're unable to sign in at the moment. ^JJ",CHARGE_PROBLEM,1383,Common,STRATIFIED,UNAUTHORIZED_PAYMENT,"Customer doesn't recognize a small charge on their account and suspects fraud/hacking � matches ""does not recognize a transaction"" boundary rule.",hard
332752,"Customer: [USER] you charged me for prime and i never authorized anything haha?

AmazonHelp: [USER] We're here to help! As long as no benefits have been used, you may refund your membership here: ^JE",CHARGE_PROBLEM,1383,Common,STRATIFIED,UNAUTHORIZED_PAYMENT,Customer says they were charged for Prime without ever authorizing it.,hard
2161832,"Customer: @AmazonHelp [USER] [USER] ..if u unable to deliver product in 2 days then why u charged 80 Rs for prime. why r u cheating with customer. do u want become a robber. you should learn Business Principle from Flipkart ..Today is your last day of dilevery confirm will get?

AmazonHelp: [USER] product within the estimated time frame. Please don't provide your order details. Our page is visible to the public. 2/2^SC

AmazonHelp: [USER] Sorry if you feel that way. We'll not be able to check your information here.I'm positive that you will receive the 1/2^SC",CHARGE_PROBLEM,1383,Common,STRATIFIED,PRIME_BENEFIT_PROBLEM,Complaint that Prime was charged but the 2-day delivery benefit wasn't honored.,medium
135097,"Customer: [USER] Item with MRP of Rs 320 being sold at Rs 340 in Amazon Fulfilled item, fully violating Government policy of pricing. And you have courage to call it discounted price. Unethical and cheating?

AmazonHelp: [USER] The M.R.P. displayed for products on our website represents the full retail price listed on the product itself as shared by Manufacturers, Distributors or Sellers. Please refer here: for more information on pricing. ^AP

Customer: @AmazonHelp Again a lie. The product was manufactred much earlier and MRP printed is 320. Amount charged now is 340 in full violation. Wish you see the pics. You dont even acknowledge.[USER] [USER]

AmazonHelp: [USER] I get your concern. Kindly get in touch with our support team here: so that we can assist you accordingly. ^MN

Customer: @AmazonHelp No need for assistance. I have returned the product and lodged the complaint with Consumer Affairs Ministry. Thisbis just to warn others not to allow themselves cheated. Thanks

AmazonHelp: [USER] Apologies for the inconvenience you've faced with the issue. I've noted your comments and have forwarded your feedback internally. ^PJ",CHARGE_PROBLEM,1383,Common,STRATIFIED,CHARGE_PROBLEM,"Customer disputes being charged above the printed MRP, calling it a pricing/legal violation.",medium
1212272,"Customer: Goodness, [USER] has been hacked. Passwords not working. Reset passwords not working.....

AmazonHelp: [USER] Hi, sorry. Please contact us on the number found via this link: so an agent can look into this. ^JJ",SUPPORT_AGENT_COMPLAINT,1318,Common,STRATIFIED,UNAUTHORIZED_ACCOUNT_ACTIVITY,Account is hacked; passwords and password resets aren't working � clear account-security compromise.,easy
2226499,"Customer: Por favor @AmazonHelp empezad a poner la factura en papel en todos los envíos a Canarias. Normalmente lo hacéis, pero pedí unos cascos y no lo hicisteis y Correos devolvió el paquete. En península no hace falta, en Canarias es obligatorio por ley.

Customer: @AmazonHelp Ya lo ""resolví"" con un agente: me hicieron devolución del dinero inmediata y pedí otros cascos. No necesito ayuda ya, pero tomad nota, por favor. El 100% de los paquetes tienen que venir con factura a Canarias si vienen de península, siempre.

Customer: @AmazonHelp Es debido a que mandar algo de península a Canarias es una importación: necesitan la factura en aduanas para saber si está exento de gastos (menos de 150€) o si el usuario ha de pagar gastos (más de 150€). Espero que puedan hacer llegar esto a quien esté al cargo.

AmazonHelp: [USER] Hola León, lamento el inconveniente. Agradecemos por informarnos lo sucedido, y te aseguramos que la compartiremos con nuestro equipo encargado. ¡Saludos! ^AZ",SUPPORT_AGENT_COMPLAINT,1318,Common,STRATIFIED,FEEDBACK,"Customer explains a customs/invoice requirement for Canary Islands shipments and explicitly says they don't need further help, just wants Amazon to note it.",hard
1044187,"Customer: [USER] an order delivery agent refuse to deliver my parcel,he said to me today my bag is fully load,so come and rcv ur parcel at our DC

AmazonHelp: [USER] Sorry for the trouble. Please contact our support team here: we will get it resolved. ^GU",SUPPORT_AGENT_COMPLAINT,1318,Common,STRATIFIED,COURIER_OR_DRIVER_ISSUE,"Delivery agent refused to deliver, claiming an overloaded bag, and told the customer to collect from the depot instead.",medium
105309,"Customer: @AmazonHelp your automated chat has only one option and that is to call and I cannot speak! Is there a way to email regarding an order I placed and no one from ups/usps came to pick it up? Your help would be appreciated. Thanks.

AmazonHelp: [USER] Thank you for reaching out! You can reach us via e-mail by selecting the e-mail option here: Hope it helps! ^NN

Customer: @AmazonHelp Could you please tell me where is this option in app? I can see only two options in contact us. Call us and Chat with us.

AmazonHelp: [USER] After you have entered your order inquiry, you should be prompted to select your preferred method of contacting our support team at the bottom. ^WM

Customer: @AmazonHelp Yaa they then there are two options : enter number to call or i cant talk right now. On clicking I can’t talk right now, they say fine come back later when you can talk. Wth?

Customer: @AmazonHelp Where?

AmazonHelp: [USER] Sorry to see the Messaging Assistant is trying to push you towards a call back when it is not an appropriate time. This may be due to the particular issue you are messaging us about or there may be no chat agents available right now. Can you try again? ^MI

Customer: @AmazonHelp I tried for 3 hours yesterday! Same issue, no way to chat. Your app forces you to type contact number so they can call. I am not okay with this. I tried again, just now. Same thing. No way to chat or email the issue. Please DM, I have an issue with a product I bought.

AmazonHelp: [USER] Hello, June! Unfortunately, I am not able to initiate a direct message. Please initiate this on your end. We definitely want to help! ^RO

Customer: @AmazonHelp Done",SUPPORT_AGENT_COMPLAINT,1318,Common,STRATIFIED,APP_OR_WEBSITE_PROBLEM,"Recurring, dominant complaint throughout is that the app/chat assistant only offers a ""call"" option with no way to chat or email support.",hard
2931981,"Customer: I take it back. I regret. Had one of the most frustrating, time-killing experience with [USER] Do not know how on earth this happened, but if this the course this company is willing to take.. then I would rather move my loyalty elsewhere! #CustomerService #FAIL

AmazonHelp: [USER] Hi. I'm sorry to hear that. Without posting account specific details, can you let us know what happened please? ^DC

Customer: @AmazonHelp I had an issue with how Amazon treats courtesy credit. I was switched thru 3 agents to eventually get same answer that promotional credit is non refundable as credit on account. It fails common sense. However.. I sent the whole chat to Amazon &amp; someone resolved it over email.

AmazonHelp: [USER] I'm glad that one of our representatives were able to solve this for you! Were you able to receive the promotional credit back? ^GP

Customer: @AmazonHelp Yes

AmazonHelp: [USER] Awesome! Was there anything else that we could assist you with? ^GP",SUPPORT_AGENT_COMPLAINT,1318,Common,STRATIFIED,CUSTOMER_SERVICE_COMPLAINT,Narrative centers on being bounced across three agents with inconsistent answers on courtesy credit before eventual resolution via email.,medium
2882533,"Customer: In the last 24 hours I've had my bank details stolen and used in association with an amazon prime account the response from [USER] and [USER] has been disgusting.

AmazonHelp: [USER] Hi Jacqueline, I'm sorry to hear this. What were you advised when you contacted us?^PJ

Customer: @AmazonHelp That due to data protection I now have to wait 48 hours for the account associated with MY card details to respond. Not that my details...

Customer: @AmazonHelp ... are being used by someone and I’m a victim of fraud.

AmazonHelp: [USER] Sorry to hear that, Jacqueline. Can I ask what you were advised when you were in touch with us about this?^TI",SCAM_OR_FRAUD_CONCERN,1286,Common,STRATIFIED,UNAUTHORIZED_ACCOUNT_ACTIVITY,Stolen bank details were used to associate with/operate a Prime account without authorization.,hard
470794,"Customer: [USER] Amazon is fraud company

AmazonHelp: [USER] We will reach out to you over DM. ^RW

Customer: @AmazonHelp Already left the msg on your DM",SCAM_OR_FRAUD_CONCERN,1286,Common,STRATIFIED,SCAM_OR_FRAUD_CONCERN,"Vague, general accusation that ""Amazon is a fraud company"" with no further detail.",medium
2104994,"Customer: Dear [USER] , how long will you be investigating unauthorised payment made on my wife's credit card? Was expecting an update 48 hrs ago 😡

AmazonHelp: [USER] Did you manage to establish which Amazon (.com / .co.uk / .de / etc) the charge was on ? ^TD

Customer: @AmazonHelp Amazon Local UK it was on. Never made any purchase thru this website but yet we are short £90. Spent 30 minutes on the phone and nothing

Customer: @AmazonHelp I guess you've just gone quiet, same as your phone advisor, due to lack of care. Awful job [USER] , not impressed. #poorcustomerservice

AmazonHelp: [USER] Hey, when in touch with Amazon Local what was advised? Were they able to locate the charge? ^TP

Customer: @AmazonHelp Was told they would look into it, kept me on hold for 20 odd minutes (45p charge per min) and were meant to follow up with email. 3 days ago

AmazonHelp: [USER] How much was your wife charged? ^PK

Customer: @AmazonHelp £89.95 - strange as we have never used this service. Can you look into it please?

AmazonHelp: [USER] Was it you or your wife contacted us about this? Do you know whose a/c they checked? ^PK

Customer: @AmazonHelp It was my wife as it came out of her c/card. She spoke to someone on Sunday 05/11. They checked both hers and my accounts. No outcome.

AmazonHelp: [USER] Has she reached out to the bank to check this? ^KM

Customer: @AmazonHelp Yes. They advised her to speak to [USER] and find out more details about this transaction. Hence the phone call and twitter debacle.

AmazonHelp: [USER] When Customer Service couldn't locate the charge what did they advise for the next steps? ^MI

Customer: @AmazonHelp That they would email us with the finds so far and keep looking into it. Doesn't seem like they have as no contact been made since.

AmazonHelp: [USER] Apologies, please contact us once more here: to see if there's an update. ^JJ

Customer: @AmazonHelp But this ""order"" does not show in her history, that's what makes it look fraudulent. Amazon were meant to track the transaction to an order placed via Amazon Local that we did not authorise.

AmazonHelp: [USER] As we wont be able to check the account over social media, please ask your wife contact us on the link provided.^KK

Customer: @AmazonHelp Can't use this link - I already said we haven't placed an order for this amount therefore I cannot ""tell you about my issue"". This is so frustrating [USER] @AmazonHelp - we are going round in circles and no one is helping us!

AmazonHelp: [USER] You can still contact us using the link sent to you by JJ even if you don't see an order. Step 2 will offer the option ""Incorrect or unknown charge"" which will lead you to Step 3. Once you see Step 3, you can select E-mail, Phone or Chat. ^DD

Customer: @AmazonHelp Right [USER] , this is ridiculous. Can't believe such a massive company with the most advanced trchnology can't pin point who used our credit card and why there was a lapse in security!? Am so angry!!! Your previous tips didn't help at all!!!!",SCAM_OR_FRAUD_CONCERN,1286,Common,STRATIFIED,UNAUTHORIZED_PAYMENT,Wife's credit card shows a charge for an order that doesn't appear in her order history � an unrecognized transaction under investigation.,easy
